raw_name,canonical_name,uai,institution_type,needs_review,note,source_columns
Hospices Civils de Lyon,Hospices Civils de Lyon,0693209N,HOSP,False,,participants_nontutelle
Hôpital Cardiologique du Haut-Lévêque,Hôpital Cardiologique du Haut-Lévêque,,HOSP,False,,tutelles_raw_v2
Hôpital Tenon,Hôpital Tenon,,HOSP,False,,tutelles_raw_v2
Hôpitaux Universitaires de Strasbourg,Hôpitaux Universitaires de Strasbourg,,HOSP,False,,participants_nontutelle
IFP Energies nouvelles,IFP Energies nouvelles,0922642X,EPIC,False,,rto_tutelles
INSEAD,INSEAD,,OTHER,False,,tutelles_raw_v2
Ifremer,Ifremer,,OTHER,False,,tutelles_raw_v2
Imagine -Institut des maladies génétiques,Imagine -Institut des maladies génétiques,,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Imagine -Institut des maladies génétiques'",other_etab_tutelles
Institut des Maladies Génétiques Imagine,Imagine -Institut des maladies génétiques,,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Imagine -Institut des maladies génétiques'",tutelles_raw_v2
Immunité et Cancer,Immunité et Cancer,,OTHER,False,,tutelles_raw_v2
Innate Pharma (France),Innate Pharma (France),,OTHER,False,,tutelles_raw_v2
Inserm,Inserm,,OTHER,False,,tutelles_raw_v2
Institut Camille Jordan,Institut Camille Jordan,,OTHER,False,,tutelles_raw_v2
Institut Curie,Institut Curie Paris,0753172R,AUT_ETAB,False,"uai_merged: RNSR UAI 0753172R shared with 'Institut Curie Paris' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",other_etab_tutelles;tutelles_raw_v2
Institut Curie Paris,Institut Curie Paris,0753172R,AUT_ETAB,False,,other_etab_tutelles
Institut Européen de Chimie et Biologie,Institut Européen de Chimie et Biologie,,OTHER,False,,tutelles_raw_v2
Institut Francais de Recherche pour l'Exploitation de la Mer,Institut Francais de Recherche pour l'Exploitation de la Mer,0922262J,EPIC,False,,rto_tutelles
Institut Gustave Roussy,Institut Gustave Roussy,0941082R,AUT_ETAB,False,,other_etab_tutelles;tutelles_raw_v2
Institut Hautes Études Scientifiques,Institut Hautes Études Scientifiques,0911012F,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Hautes Études Scientifiques'",other_etab_tutelles
Institut des Hautes Études Scientifiques,Institut Hautes Études Scientifiques,0911012F,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Hautes Études Scientifiques'",tutelles_raw_v2
Institut Interdisciplinaire de Neuroscience,Institut Interdisciplinaire de Neuroscience,,OTHER,False,,tutelles_raw_v2
Institut Jacques Monod,Institut Jacques Monod,,OTHER,False,,tutelles_raw_v2
Institut Jean Nicod,Institut Jean Nicod,,OTHER,False,,tutelles_raw_v2
Institut Langevin,Institut Langevin,,OTHER,False,,tutelles_raw_v2
Institut National Polytechnique Toulouse,Institut National Polytechnique Toulouse,0311381H,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National Polytechnique Toulouse'",other_etab_tutelles;participants_nontutelle
Institut national polytechnique de Toulouse,Institut National Polytechnique Toulouse,0311381H,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National Polytechnique Toulouse'",other_etab_tutelles
Institut National de Physique Nucléaire et de Physique des Particules,Institut National de Physique Nucléaire et de Physique des Particules,,OTHER,False,,tutelles_raw_v2
Institut National de Recherches Archeologiques Preventives,Institut National de Recherches Archeologiques Preventives,0755502Y,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National de Recherches Archeologiques Preventives'",other_etab_tutelles;participants_nontutelle
Institut national de recherches archéologiques préventives,Institut National de Recherches Archeologiques Preventives,0755502Y,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National de Recherches Archeologiques Preventives'",participants_nontutelle
Institut National des Langues et Civilisations Orientales Paris,Institut National des Langues et Civilisations Orientales Paris,0753488J,AUT_ETAB,False,,other_etab_tutelles
Institut National des Sciences Appliquées Lyon,Institut National des Sciences Appliquées Lyon,0690192J,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Lyon'",other_etab_tutelles
Institut national des sciences appliquées de Lyon,Institut National des Sciences Appliquées Lyon,0690192J,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Lyon'",other_etab_tutelles
Institut National des Sciences Appliquées Rennes,Institut National des Sciences Appliquées Rennes,0350097R,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Rennes'",other_etab_tutelles
Institut national des sciences appliquées de Rennes,Institut National des Sciences Appliquées Rennes,0350097R,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Rennes'",other_etab_tutelles
Institut National des Sciences Appliquées Rouen,Institut National des Sciences Appliquées Rouen,0760165S,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Rouen'",other_etab_tutelles
Institut national des sciences appliquées de Rouen,Institut National des Sciences Appliquées Rouen,0760165S,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Rouen'",other_etab_tutelles
Institut National des Sciences Appliquées Strasbourg,Institut National des Sciences Appliquées Strasbourg,0670190T,AUT_ETAB,False,,other_etab_tutelles;participants_nontutelle
Institut National des Sciences Appliquées Toulouse,Institut National des Sciences Appliquées Toulouse,0310152X,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Toulouse'",other_etab_tutelles;participants_nontutelle
Institut national des sciences appliquées de Toulouse,Institut National des Sciences Appliquées Toulouse,0310152X,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut National des Sciences Appliquées Toulouse'",other_etab_tutelles
Institut Necker Enfants Malades,Institut Necker Enfants Malades,,OTHER,False,,tutelles_raw_v2
Institut Optique Graduate School,Institut Optique Graduate School,0910725U,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Optique Graduate School'",other_etab_tutelles
Institut d'Optique Graduate School,Institut Optique Graduate School,0910725U,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Optique Graduate School'",other_etab_tutelles
Institut Pasteur,Institut Pasteur,0755366A,OTHER,False,,other_etab_tutelles;participants_nontutelle;rto_tutelles;tutelles_raw_v2
Institut Pasteur Lille,Institut Pasteur de Lille,0596852C,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Pasteur de Lille'",other_etab_tutelles;participants_nontutelle
Institut Pasteur de Lille,Institut Pasteur de Lille,0596852C,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Pasteur de Lille'",other_etab_tutelles;tutelles_raw_v2
Institut Pierre-Simon Laplace,Institut Pierre-Simon Laplace,,OTHER,False,,tutelles_raw_v2
Institut Polytechnique Bordeaux,Institut Polytechnique Bordeaux,0333232J,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Polytechnique Bordeaux'",other_etab_tutelles
Institut Polytechnique de Bordeaux,Institut Polytechnique Bordeaux,0333232J,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Polytechnique Bordeaux'",tutelles_raw_v2
Institut polytechnique de Bordeaux,Institut Polytechnique Bordeaux,0333232J,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut Polytechnique Bordeaux'",other_etab_tutelles
Institut Supérieur d'Electronique et du Numérique - Toulon,Institut Supérieur d'Electronique et du Numérique - Toulon,0831458J,AUT_ETAB,False,,participants_nontutelle
Institut Supérieur de l'Aéronautique et de l'Espace,Institut Supérieur de l'Aéronautique et de l'Espace,0312760G,AUT_ETAB,False,,other_etab_tutelles
Institut Universitaire Européen de la Mer,Institut Universitaire Européen de la Mer,,OTHER,False,,tutelles_raw_v2
Institut Universitaire de France,Institut Universitaire de France,,OTHER,False,,tutelles_raw_v2
Institut Universitaire des Systèmes Thermiques Industriels,Institut Universitaire des Systèmes Thermiques Industriels,,OTHER,False,,tutelles_raw_v2
Institut d'Astrophysique de Paris,Institut d'Astrophysique de Paris,,OTHER,False,,tutelles_raw_v2
Institut d'Etudes Politiques de Paris,Institut d'Etudes Politiques de Paris,,OTHER,False,,tutelles_raw_v2
Institut d'études politiques d'Aix-en-Provence,Institut d'études politiques d'Aix-en-Provence,0130221V,AUT_ETAB,False,,participants_nontutelle
Institut d'études politiques de Paris - Fondation Nationale des Sciences Politiques,Institut d'études politiques de Paris - Fondation Nationale des Sciences Politiques,0753431X,AUT_ETAB,False,,other_etab_tutelles
Institut de Biologie Structurale,Institut de Biologie Structurale,,OTHER,False,,tutelles_raw_v2
Institut de Biologie de l'École Normale Supérieure,Institut de Biologie de l'École Normale Supérieure,,OTHER,False,,tutelles_raw_v2
Institut de Chimie de la Matière Condensée de Bordeaux,Institut de Chimie de la Matière Condensée de Bordeaux,,OTHER,False,,tutelles_raw_v2
Institut de Génétique Humaine,Institut de Génétique Humaine,,OTHER,False,,tutelles_raw_v2
Institut de Mathématiques de Jussieu-Paris Rive Gauche,Institut de Mathématiques de Jussieu-Paris Rive Gauche,,OTHER,False,,tutelles_raw_v2
Institut de Physique du Globe Paris,Institut de Physique du Globe Paris,0753428U,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut de Physique du Globe Paris'",other_etab_tutelles
Institut de physique du globe,Institut de Physique du Globe Paris,0753428U,AUT_ETAB,False,"uai_merged: RNSR UAI 0753428U shared with 'Institut de Physique du Globe Paris' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",other_etab_tutelles
Institut de physique du globe de Paris,Institut de Physique du Globe Paris,0753428U,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut de Physique du Globe Paris'",tutelles_raw_v2
Institut de Recherche en Cancérologie de Montpellier,Institut de Recherche en Cancérologie de Montpellier,,OTHER,False,,tutelles_raw_v2
Institut de Recherche sur les Lois Fondamentales de l'Univers,Institut de Recherche sur les Lois Fondamentales de l'Univers,,OTHER,False,,tutelles_raw_v2
Institut de Recherche sur les Phénomènes Hors Équilibre,Institut de Recherche sur les Phénomènes Hors Équilibre,,OTHER,False,,tutelles_raw_v2
Institut de Recherches sur la Catalyse et l'Environnement de Lyon,Institut de Recherches sur la Catalyse et l'Environnement de Lyon,,OTHER,False,,tutelles_raw_v2
Institut de recherche et coordination acoustique Musique,Institut de recherche et coordination acoustique Musique,,AUT_ETAB,False,,other_etab_tutelles
Institut de Recherche pour le Développement,Institut de recherche pour le developpement,0133973Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut de recherche pour le developpement'",tutelles_raw_v2
Institut de recherche pour le developpement,Institut de recherche pour le developpement,0133973Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut de recherche pour le developpement'",participants_nontutelle;rto_tutelles
Institut de recherche pour le développement,Institut de recherche pour le developpement,0133973Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut de recherche pour le developpement'",participants_nontutelle;rto_tutelles
Institut des Maladies Neurodégénératives,Institut des Maladies Neurodégénératives,,OTHER,False,,tutelles_raw_v2
Institut des Sciences Chimiques de Rennes,Institut des Sciences Chimiques de Rennes,,OTHER,False,,tutelles_raw_v2
Institut des Sciences Moléculaires,Institut des Sciences Moléculaires,,OTHER,False,,tutelles_raw_v2
Institut du Cerveau,Institut du Cerveau,,OTHER,False,,tutelles_raw_v2
Institut du Cerveau et de la Moelle épinière,Institut du Cerveau et de la Moelle épinière,,AUT_ETAB,False,,participants_nontutelle
"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux","Institut français des sciences et technologies des transports, de l'aménagement et des réseaux",,OTHER,False,,rto_tutelles
Institut Mines-Télécom,Institut mines télécom,0912424R,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut mines télécom'",other_etab_tutelles
Institut mines télécom,Institut mines télécom,0912424R,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut mines télécom'",other_etab_tutelles;participants_nontutelle
"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement","Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement",,OTHER,False,,other_etab_tutelles;participants_nontutelle
Institut national d'études démographiques,Institut national d'études démographiques,0755360U,EPST,False,,participants_nontutelle;rto_tutelles
Institut national de l'information géographique et forestière,Institut national de l'information géographique et forestière,,AUT_ETAB,False,,other_etab_tutelles
Institut national de la recherche agronomique,Institut national de la recherche agronomique,0755361V,EPST,False,,participants_nontutelle;rto_tutelles
Institut national de la recherche en informatique et automatique,Institut national de la recherche en informatique et automatique,0780491K,EPST,False,,participants_nontutelle;rto_tutelles
Institut national de recherche en informatique et automatique (Inria),Institut national de la recherche en informatique et automatique,0780491K,EPST,False,"manual_merge_group_g (Inria, S9c fix G): merged with 'Institut national de la recherche en informatique et automatique' -- same institution, a spelling/suffix/plural variant the UAI-merge pass (5b) could not catch (no uai recorded for the minority spelling, or an extra token like Paris/(CEA)/(Inria) that also changes normalize_key)",rto_tutelles
Institut national de recherche en informatique et en automatique,Institut national de la recherche en informatique et automatique,0780491K,EPST,False,"uai_merged: RNSR UAI 0780491K shared with 'Institut national de la recherche en informatique et automatique' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",participants_nontutelle;rto_tutelles
Institut national de la sante et de la recherche medicale,Institut national de la sante et de la recherche medicale,0755364Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut national de la sante et de la recherche medicale'",participants_nontutelle;rto_tutelles
Institut national de la santé et de la recherche médicale,Institut national de la sante et de la recherche medicale,0755364Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut national de la sante et de la recherche medicale'",participants_nontutelle;rto_tutelles
['Institut National de la Santé et de la Recherche Médicale'],Institut national de la sante et de la recherche medicale,0755364Y,EPST,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut national de la sante et de la recherche medicale'",tutelles_raw_v2
Institut national de recherche en sciences et technologies du numérique,Institut national de recherche en sciences et technologies du numérique,,OTHER,False,,tutelles_raw_v2
"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement",,OTHER,False,,participants_nontutelle;rto_tutelles
Institut national des sciences appliquées Centre Val de Loire,Institut national des sciences appliquées Centre Val de Loire,0180974L,AUT_ETAB,False,,other_etab_tutelles
Institut national polytechnique Clermont Auvergne,Institut national polytechnique Clermont Auvergne,0632033T,AUT_ETAB,False,,other_etab_tutelles
"Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement","Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement",,OTHER,False,,other_etab_tutelles
Institut national universitaire Jean-François Champollion,Institut national universitaire Jean-François Champollion,0811293R,UNIV,False,,other_etab_tutelles;participants_nontutelle
Grenoble INP,Institut polytechnique de Grenoble,0381912X,AUT_ETAB,False,"uai_merged: RNSR UAI 0381912X shared with 'Institut polytechnique de Grenoble' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",other_etab_tutelles
Institut polytechnique de Grenoble,Institut polytechnique de Grenoble,0381912X,AUT_ETAB,False,,other_etab_tutelles;participants_nontutelle;tutelles_raw_v2
Institut Polytechnique de Paris,Institut polytechnique de Paris,0912403T,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut polytechnique de Paris'",tutelles_raw_v2
Institut polytechnique de Paris,Institut polytechnique de Paris,0912403T,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Institut polytechnique de Paris'",other_etab_tutelles;participants_nontutelle
Institute for Advanced Study in Toulouse,Institute for Advanced Study in Toulouse,,OTHER,False,,tutelles_raw_v2
Institute for Translational Medicine and Liver Disease,Institute for Translational Medicine and Liver Disease,,OTHER,False,,tutelles_raw_v2
JUNIA - Grande école d'ingénieur de LILLE,JUNIA - Grande école d'ingénieur de LILLE,0597165T,AUT_ETAB,False,,other_etab_tutelles
Laboratoire Albert Fert,Laboratoire Albert Fert,,OTHER,False,,tutelles_raw_v2
"Laboratoire Analyse, Géométrie et Applications","Laboratoire Analyse, Géométrie et Applications",,OTHER,False,,tutelles_raw_v2
Laboratoire Jacques-Louis Lions,Laboratoire Jacques-Louis Lions,,OTHER,False,,tutelles_raw_v2
Laboratoire Jean-Alexandre Dieudonné,Laboratoire Jean-Alexandre Dieudonné,,OTHER,False,,tutelles_raw_v2
Laboratoire Mécanique des Solides,Laboratoire Mécanique des Solides,,OTHER,False,,tutelles_raw_v2
Laboratoire Médiations,Laboratoire Médiations,,OTHER,False,,tutelles_raw_v2
Laboratoire Traitement et Communication de l’Information,Laboratoire Traitement et Communication de l’Information,,OTHER,False,,tutelles_raw_v2
Laboratoire d'Optique Appliquée,Laboratoire d'Optique Appliquée,,OTHER,False,,tutelles_raw_v2
Laboratoire de Chimie,Laboratoire de Chimie,,OTHER,False,,tutelles_raw_v2
Laboratoire de Conception et d'Intégration des Systèmes,Laboratoire de Conception et d'Intégration des Systèmes,,OTHER,False,,tutelles_raw_v2
Laboratoire de Linguistique Formelle,Laboratoire de Linguistique Formelle,,OTHER,False,,tutelles_raw_v2
Laboratoire de Mathématiques Blaise Pascal,Laboratoire de Mathématiques Blaise Pascal,,OTHER,False,,tutelles_raw_v2
Laboratoire de Microbiologie Fondamentale et Pathogénicité,Laboratoire de Microbiologie Fondamentale et Pathogénicité,,OTHER,False,,tutelles_raw_v2
Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet,Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet,,OTHER,False,,tutelles_raw_v2
Laboratoire de Neurosciences Cognitives,Laboratoire de Neurosciences Cognitives,,OTHER,False,,tutelles_raw_v2
Laboratoire de Photophysique et Photochimie Supramoléculaires et Macromoléculaires,Laboratoire de Photophysique et Photochimie Supramoléculaires et Macromoléculaires,,OTHER,False,,tutelles_raw_v2
Laboratoire de Physique Nucléaire et de Hautes Énergies,Laboratoire de Physique Nucléaire et de Hautes Énergies,,OTHER,False,,tutelles_raw_v2
Laboratoire de Physique Théorique et Hautes Energies,Laboratoire de Physique Théorique et Hautes Energies,,OTHER,False,,tutelles_raw_v2
Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,,OTHER,False,,tutelles_raw_v2
Laboratoire de Recherche Vasculaire Translationnelle,Laboratoire de Recherche Vasculaire Translationnelle,,OTHER,False,,tutelles_raw_v2
Laboratoire de Réactivité et Chimie des Solides,Laboratoire de Réactivité et Chimie des Solides,,OTHER,False,,tutelles_raw_v2
Laboratoire des Sciences du Climat et de l'Environnement,Laboratoire des Sciences du Climat et de l'Environnement,,OTHER,False,,tutelles_raw_v2
Laboratoire des Sciences du Numérique de Nantes,Laboratoire des Sciences du Numérique de Nantes,,OTHER,False,,tutelles_raw_v2
Laboratoire pour l'Utilisation des Lasers Intenses,Laboratoire pour l'Utilisation des Lasers Intenses,,OTHER,False,,tutelles_raw_v2
Laboratoire Énergies et Mécanique Théorique et Appliquée,Laboratoire Énergies et Mécanique Théorique et Appliquée,,OTHER,False,,tutelles_raw_v2
Le Mans Université,Le Mans Université,0720916E,UNIV,False,,universities_at_start
MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,,AUT_ETAB,False,,participants_nontutelle
Mines Saint-Étienne,Mines Saint-Étienne,,OTHER,False,,tutelles_raw_v2
"Ministère de l'Agriculture, de l'Agroalimentaire et de la Forêt","Ministère de l'Agriculture, de l'Agroalimentaire et de la Forêt",,OTHER,False,,participants_nontutelle
Ministère de la Culture et de la Communication,Ministère de la Culture et de la Communication,,OTHER,False,,other_etab_tutelles;participants_nontutelle
Ministère de la culture,Ministère de la culture,,AUT_ETAB,False,,other_etab_tutelles;participants_nontutelle
Ministère de la justice,Ministère de la justice,,AUT_ETAB,False,,other_etab_tutelles
Muséum National d'Histoire Naturelle Paris,Muséum National d'Histoire Naturelle Paris,0753494R,AUT_ETAB,False,,other_etab_tutelles;participants_nontutelle
Muséum national d'Histoire naturelle,Muséum National d'Histoire Naturelle Paris,0753494R,AUT_ETAB,False,"manual_merge_group_g (MNHN, S9c fix G): merged with 'Muséum National d'Histoire Naturelle Paris' -- same institution, a spelling/suffix/plural variant the UAI-merge pass (5b) could not catch (no uai recorded for the minority spelling, or an extra token like Paris/(CEA)/(Inria) that also changes normalize_key)",tutelles_raw_v2
Muséum national d'histoire naturelle,Muséum National d'Histoire Naturelle Paris,0753494R,AUT_ETAB,False,"manual_merge_group_g (MNHN, S9c fix G): merged with 'Muséum National d'Histoire Naturelle Paris' -- same institution, a spelling/suffix/plural variant the UAI-merge pass (5b) could not catch (no uai recorded for the minority spelling, or an extra token like Paris/(CEA)/(Inria) that also changes normalize_key)",other_etab_tutelles;participants_nontutelle
Méditerranée Infection Foundation,Méditerranée Infection Foundation,,OTHER,False,,tutelles_raw_v2
Météo France,Météo France,,AUT_ETAB,False,,other_etab_tutelles
Nantes Université,Nantes Université,0442953W,UNIV,False,"protected: matches a dated rename/merger event in staged/university_merger_crosswalk.csv -- NOT merged, start-date semantics preserved (predecessor keeps its own name)",tutelles_raw_v2;universities_at_start
Observatoire Midi-Pyrénées,Observatoire Midi-Pyrénées,,OTHER,False,,tutelles_raw_v2
Observatoire Paris,Observatoire Paris,0753496T,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Observatoire Paris'",other_etab_tutelles;participants_nontutelle
Observatoire de Paris,Observatoire Paris,0753496T,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Observatoire Paris'",other_etab_tutelles;tutelles_raw_v2
Observatoire de la Côte d'Azur Nice,Observatoire de la Côte d'Azur Nice,0060099A,AUT_ETAB,False,,other_etab_tutelles
Observatoire de la Côte d’Azur,Observatoire de la Côte d'Azur Nice,0060099A,AUT_ETAB,False,"manual_merge_group_g (Observatoire de la Cote d'Azur, S9c fix G): merged with 'Observatoire de la Côte d'Azur Nice' -- same institution, a spelling/suffix/plural variant the UAI-merge pass (5b) could not catch (no uai recorded for the minority spelling, or an extra token like Paris/(CEA)/(Inria) that also changes normalize_key)",tutelles_raw_v2
Observatoire de la côte d'azur,Observatoire de la Côte d'Azur Nice,0060099A,AUT_ETAB,False,"manual_merge_group_g (Observatoire de la Cote d'Azur, S9c fix G): merged with 'Observatoire de la Côte d'Azur Nice' -- same institution, a spelling/suffix/plural variant the UAI-merge pass (5b) could not catch (no uai recorded for the minority spelling, or an extra token like Paris/(CEA)/(Inria) that also changes normalize_key)",other_etab_tutelles
Office National d'Etudes et de Recherches Aerospatiales,Office National d'Etudes et de Recherches Aerospatiales,0922641W,EPIC,False,,rto_tutelles
Orient & Méditerranée,Orient & Méditerranée,,OTHER,False,,tutelles_raw_v2
PHENIX laboratory,PHENIX laboratory,,OTHER,False,,tutelles_raw_v2
Paris Cardiovascular Research Center,Paris Cardiovascular Research Center,,OTHER,False,,tutelles_raw_v2
Paris Jourdan Sciences Economiques,Paris Jourdan Sciences Economiques,,OTHER,False,,tutelles_raw_v2
Paris School of Economics,Paris School of Economics,,OTHER,False,,tutelles_raw_v2
Physique des Cellules et Cancers,Physique des Cellules et Cancers,,OTHER,False,,tutelles_raw_v2
"Représenter, Inventer la Réalité, du Romantisme au XXIe siècle","Représenter, Inventer la Réalité, du Romantisme au XXIe siècle",,OTHER,False,,tutelles_raw_v2
Réseau sur le Stockage Electrochimique de l'énergie,Réseau sur le Stockage Electrochimique de l'énergie,,OTHER,False,,tutelles_raw_v2
Sanofi (France),Sanofi (France),,OTHER,False,,tutelles_raw_v2
Service Hydrographique et Océanographique de la Marine,Service hydrographique et océanographique de la Marine,,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Service hydrographique et océanographique de la Marine'",participants_nontutelle
Service hydrographique et océanographique de la Marine,Service hydrographique et océanographique de la Marine,,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Service hydrographique et océanographique de la Marine'",participants_nontutelle
Sorbonne Paris Cité,Sorbonne Paris Cité,,OTHER,False,,tutelles_raw_v2
Sorbonne Université,Sorbonne Université,0755890V,UNIV,False,,participants_nontutelle;tutelles_raw_v2;universities_at_start
Spintronique et Technologie des Composants,Spintronique et Technologie des Composants,,OTHER,False,,tutelles_raw_v2
SurgiMedia (France),SurgiMedia (France),,OTHER,False,,tutelles_raw_v2
Telecom Paris,Telecom Paris,0912407X,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Telecom Paris'",participants_nontutelle
Télécom Paris,Telecom Paris,0912407X,AUT_ETAB,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Telecom Paris'",tutelles_raw_v2
Toulouse School of Economics,Toulouse School of Economics,,OTHER,False,,tutelles_raw_v2
Unité de Mathématiques Pures et Appliquées,Unité de Mathématiques Pures et Appliquées,,OTHER,False,,tutelles_raw_v2
